,Unnamed: 0,year,rank,song,artist
1720,1720,1977,22,Lost Without Your Love,Bread
1721,1721,1977,23,You Are The Woman,Firefall
1722,1722,1977,24,Jeans On,David Dundas
1723,1723,1977,25,Shake Your Rump To The Funk,The Bar-Kays
1724,1724,1977,26,Saturday Nite,"Earth, Wind & Fire"
1725,1725,1977,27,This Song,George Harrison
1726,1726,1977,28,Walk This Way,Aerosmith
1727,1727,1977,29,Torn Between Two Lovers,Mary Macgregor
1728,1728,1977,30,I Like Dreamin',Kenny Nolan
1729,1729,1977,31,Love So Right,Bee Gees
1730,1730,1977,32,Blinded By The Light,Manfred Mann's Earth Band
1731,1731,1977,33,Whispering/Cherchez La Femme/Se Si Bon,Dr. Buzzard's Original Savannah Band
1732,1732,1977,34,Love Ballad,L.T.D.
1733,1733,1977,35,Weekend In New England,Barry Manilow
1734,1734,1977,36,Mademoiselle,Styx
1735,1735,1977,37,Ain't Nothing Like The Real Thing,Donny & Marie Osmond
1736,1736,1977,38,Keep Me Cryin',Al Green
1737,1737,1977,39,"Do What You Want, Be What You Are",Daryl Hall John Oates
1738,1738,1977,40,Drivin' Wheel,Foghat
1739,1739,1977,41,Beth/Detroit Rock City,KISS
