,Unnamed: 0,year,rank,song,artist
3920,3920,1999,22,Iris,Goo Goo Dolls
3921,3921,1999,23,The First Night,Monica
3922,3922,1999,24,Take Me There,BLACKstreet & Mya Featuring Mase & Blinky Blink
3923,3923,1999,25,Angel,Sarah McLachlan
3924,3924,1999,26,I'll Be,Edwin McCain
3925,3925,1999,27,My Favorite Mistake,Sheryl Crow
3926,3926,1999,28,How Deep Is Your Love,Dru Hill Featuring Redman
3927,3927,1999,29,Miami,Will Smith
3928,3928,1999,30,Pushin' Weight,Ice Cube Featuring Mr. Short Khop
3929,3929,1999,31,These Are The Times,Dru Hill
3930,3930,1999,32,Thank U,Alanis Morissette
3931,3931,1999,33,Touch It,Monifah
3932,3932,1999,34,Inside Out,Eve 6
3933,3933,1999,35,(God Must Have Spent) A Little More Time On You,'N Sync
3934,3934,1999,36,Angel Of Mine,Monica
3935,3935,1999,37,One Week,Barenaked Ladies
3936,3936,1999,38,Hard Knock Life (Ghetto Anthem),JAY-Z
3937,3937,1999,39,Too Close,Next
3938,3938,1999,40,Hold Me,Brian McKnight Featuring Tone & Kobe Bryant
3939,3939,1999,41,All The Places (I Will Kiss You),Aaron Hall
