,Unnamed: 0,Unnamed: 0.1,year,rank,song,artist,gender,nltk_positive,nltk_negative,nltk_score,nltk_top_emotion,Gender,genres
0,5920,5920,2019,22,Breathin,Ariana Grande,,0.046,0.017,0.8873,trust,Female,"['dance pop', 'pop']"
1,5921,5921,2019,23,Better Now,Post Malone,,0.142,0.044,0.9955,joy,Male,"['dfw rap', 'melodic rap', 'rap']"
2,5922,5922,2019,24,Youngblood,5 Seconds Of Summer,,0.136,0.09,0.2732,anticipation,,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
3,5923,5923,2019,25,Last Christmas,Wham!,,0.18,0.079,0.997,joy,Male,"['europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
4,5924,5924,2019,26,Sleigh Ride,The Ronettes,,0.195,0.077,0.9961,joy,,"['adult standards', 'brill building pop', 'classic girl group', 'motown', 'soul']"
5,5925,5925,2019,27,Lucid Dreams,Juice WRLD,,0.174,0.164,0.9431,joy,Male,"['chicago rap', 'melodic rap']"
6,5926,5926,2019,28,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,,0.129,0.025,0.9741,joy,Male,"['adult standards', 'rock-and-roll', 'rockabilly']"
7,5927,5927,2019,29,Feliz Navidad,Jose Feliciano,,0.401,0.0,0.9987,sadness,,"['latin pop', 'puerto rican pop']"
8,5928,5928,2019,30,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",,0.067,0.136,-0.9888,sadness,,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']"
9,5929,5929,2019,31,MIA,Bad Bunny Featuring Drake,,0.013,0.095,-0.992,joy,,"['latin', 'reggaeton', 'trap latino']"
10,5930,5930,2019,32,(There's No Place Like) Home For The Holidays,Perry Como,,0.248,0.099,0.9454,anticipation,Male,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']"
11,5931,5931,2019,33,Leave Me Alone,Flipp Dinero,,0.136,0.425,-0.9998,anger,Male,"['melodic rap', 'pop rap', 'rap', 'trap', 'vapor trap']"
12,5932,5932,2019,34,White Christmas,Bing Crosby,,0.116,0.0,0.9501,joy,Male,"['adult standards', 'easy listening']"
13,5933,5933,2019,35,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,,0.193,0.0,0.9927,anticipation,,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']"
14,5934,5934,2019,36,Going Bad,Meek Mill Featuring Drake,,0.093,0.106,-0.9403,trust,,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
15,5935,5935,2019,37,A Lot,21 Savage,,0.101,0.139,-0.9944,surprise,Male,"['atl hip hop', 'rap', 'trap']"
16,5936,5936,2019,38,Trip,Ella Mai,,0.12,0.133,-0.9944,anger,Female,"['dance pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'uk contemporary r&b', 'urban contemporary']"
17,5937,5937,2019,39,I Like It,"Cardi B, Bad Bunny & J Balvin",,0.217,0.079,0.9987,fear,,"['dance pop', 'pop', 'pop rap', 'rap']"
18,5938,5938,2019,40,Blue Christmas,Elvis Presley,,0.015,0.0,0.2023,sadness,Male,"['adult standards', 'rock-and-roll', 'rockabilly']"
19,5939,5939,2019,41,Speechless,Dan + Shay,,0.063,0.062,0.1326,anticipation,Male,"['contemporary country', 'country', 'pop']"
