,Unnamed: 0,Unnamed: 0.1,year,rank,song,artist,gender,nltk_positive,nltk_negative,nltk_score,nltk_top_emotion,Gender,genres
0,5960,5960,2019,62,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,,0.192,0.206,-0.9706,fear,,['contemporary country']
1,5961,5961,2019,63,Be Alright,Dean Lewis,,0.197,0.101,0.9929,trust,Male,"['australian pop', 'pop', 'pop rock']"
2,5962,5962,2019,64,Drunk Me,Mitchell Tenpenny,,0.193,0.181,0.207,sadness,Male,"['contemporary country', 'heartland rock']"
3,5963,5963,2019,65,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,,0.135,0.112,-0.2062,anger,,"['melodic rap', 'rap', 'trap']"
4,5964,5964,2019,66,Look Back At It,A Boogie Wit da Hoodie,,0.233,0.067,0.9982,joy,Male,"['melodic rap', 'rap', 'trap']"
5,5965,5965,2019,67,All My Friends,21 Savage,,0.097,0.15,-0.9801,anger,Male,"['edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']"
6,5966,5966,2019,68,BAD!,XXXTENTACION,,0.146,0.216,-0.9977,sadness,Male,['chicago rap']
7,5967,5967,2019,69,Backin' It Up,Pardison Fontaine Featuring Cardi B,,0.083,0.175,-0.9977,disgust,,['upstate ny rap']
8,5968,5968,2019,70,Break Da Law,21 Savage,,0.077,0.186,-0.9984,anger,Male,"['atl hip hop', 'rap', 'trap']"
9,5969,5969,2019,71,Imagine,Ariana Grande,,0.213,0.018,0.9959,joy,Female,"['dance pop', 'pop']"
10,5970,5970,2019,72,Talk To Me,Tory Lanez & Rich The Kid,,0.086,0.073,0.4399,joy,,"['cali rap', 'vapor trap']"
11,5971,5971,2019,73,Monster,21 Savage,,0.091,0.155,-0.9979,fear,Male,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock']"
12,5972,5972,2019,74,Calling My Spirit,Kodak Black,,0.101,0.123,-0.8473,trust,Male,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']"
13,5973,5973,2019,75,Consequences,Camila Cabello,,0.375,0.109,0.9978,joy,Female,"['dance pop', 'pop', 'post-teen pop']"
14,5974,5974,2019,76,Armed And Dangerous,Juice WRLD,,0.114,0.133,-0.9008,anger,Male,"['chicago rap', 'melodic rap']"
15,5975,5975,2019,77,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,,0.132,0.109,0.9143,fear,,"['emo rap', 'miami hip hop']"
16,5976,5976,2019,78,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,,0.088,0.22,-0.9962,sadness,,"['dance pop', 'pop']"
17,5977,5977,2019,79,Sixteen,Thomas Rhett,,0.104,0.091,0.9666,trust,Male,"['contemporary country', 'country', 'country road', 'modern country rock']"
18,5978,5978,2019,80,Burning Man,Dierks Bentley Featuring Brothers Osborne,,0.156,0.131,0.9658,joy,,"['contemporary country', 'country', 'country road']"
19,5979,5979,2019,81,Beautiful Crazy,Luke Combs,,0.201,0.178,0.858,fear,Male,"['contemporary country', 'country']"
