,Unnamed: 0,date,rank,song,artist,gender,genre,genres
895,895,2021,96,In Da Getto,J Balvin & Skrillex,,,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
896,896,2021,97,Brutal,Olivia Rodrigo,,,['pop']
897,897,2021,98,AM,Nio Garcia X J Balvin X Bad Bunny,,,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
898,898,2021,99,Repeat It,Lil Tecca & Gunna,,,"['melodic rap', 'rap']"
899,899,2021,100,Matt Hardy 999,Trippie Redd Featuring Juice WRLD,,,"['melodic rap', 'rap', 'trap']"
900,900,2021,1,Stay,The Kid LAROI & Justin Bieber,,,['australian hip hop']
901,901,2021,2,Bad Habits,Ed Sheeran,,,"['pop', 'uk pop']"
902,902,2021,3,Good 4 U,Olivia Rodrigo,,,['pop']
903,903,2021,4,Kiss Me More,Doja Cat Featuring SZA,,,"['dance pop', 'pop']"
904,904,2021,5,Industry Baby,Lil Nas X & Jack Harlow,,,"['lgbtq+ hip hop', 'pop']"
905,905,2021,6,Levitating,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
906,906,2021,7,Butter,BTS,,,"['k-pop', 'k-pop boy group']"
907,907,2021,8,Deja Vu,Olivia Rodrigo,,,['pop']
908,908,2021,9,Montero (Call Me By Your Name),Lil Nas X,,,"['lgbtq+ hip hop', 'pop']"
909,909,2021,10,Save Your Tears,The Weeknd & Ariana Grande,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
910,910,2021,11,Fancy Like,Walker Hayes,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
911,911,2021,12,You Right,Doja Cat & The Weeknd,,,"['dance pop', 'pop']"
912,912,2021,13,Essence,Wizkid Featuring Justin Bieber & Tems,,,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']"
913,913,2021,14,Need To Know,Doja Cat,,,"['dance pop', 'pop']"
914,914,2021,15,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,,"['dance pop', 'pop']"
915,915,2021,16,Take My Breath,The Weeknd,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
916,916,2021,17,Rumors,Lizzo Featuring Cardi B,,,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']"
917,917,2021,18,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,,"['canadian pop', 'pop']"
918,918,2021,19,Heartbreak Anniversary,Giveon,,,"['pop', 'r&b']"
919,919,2021,20,Blinding Lights,The Weeknd,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
920,920,2021,21,Leave Before You Love Me,Marshmello X Jonas Brothers,,,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']"
921,921,2021,22,Happier Than Ever,Billie Eilish,,,"['art pop', 'electropop', 'pop']"
922,922,2021,23,Forever After All,Luke Combs,,,"['contemporary country', 'country']"
923,923,2021,24,Waves,Luke Bryan,,,"['chicago rap', 'rap']"
924,924,2021,25,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,,,"['dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
925,925,2021,26,Pepas,Farruko,,,"['latin', 'reggaeton', 'trap latino']"
926,926,2021,27,Thot Shit,Megan Thee Stallion,,,"['houston rap', 'pop', 'trap queen']"
927,927,2021,28,Traitor,Olivia Rodrigo,,,['pop']
928,928,2021,29,Beggin',Maneskin,,,"['indie rock italiano', 'italian pop']"
929,929,2021,30,Arcade,Duncan Laurence,,,['dutch pop']
930,930,2021,31,Late At Night,Roddy Ricch,,,"['melodic rap', 'rap', 'trap']"
931,931,2021,32,Things A Man Oughta Know,Lainey Wilson,,,"['contemporary country', 'country pop']"
932,932,2021,33,Heat Waves,Glass Animals,,,"['gauze pop', 'indietronica', 'shiver pop']"
933,933,2021,34,Chasing After You,Ryan Hurd With Maren Morris,,,"['contemporary country', 'country pop']"
934,934,2021,35,Wockesha,Moneybagg Yo,,,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
935,935,2021,36,Glad You Exist,Dan + Shay,,,"['contemporary country', 'country', 'pop']"
936,936,2021,37,Without You,The Kid LAROI,,,['australian hip hop']
937,937,2021,38,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),,,"['dance pop', 'pop']"
938,938,2021,39,Astronaut In The Ocean,Masked Wolf,,,['australian hip hop']
939,939,2021,40,Rapstar,Polo G,,,['chicago rap']
940,940,2021,41,We Didn't Have Much,Justin Moore,,,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
941,941,2021,42,Country Again,Thomas Rhett,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
942,942,2021,43,Famous Friends,Chris Young + Kane Brown,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
943,943,2021,44,If I Didn't Love You,Jason Aldean & Carrie Underwood,,,"['contemporary country', 'country', 'country road']"
944,944,2021,45,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,,,"['contemporary country', 'country', 'country pop']"
945,945,2021,46,Lil Bit,Nelly & Florida Georgia Line,,,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']"
946,946,2021,47,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,,,"['pop', 'pop rock']"
947,947,2021,48,Summer Of Love,Shawn Mendes & Tainy,,,"['canadian pop', 'dance pop', 'pop', 'viral pop']"
948,948,2021,49,Matt Hardy 999,Trippie Redd Featuring Juice WRLD,,,"['melodic rap', 'rap', 'trap']"
949,949,2021,50,Whole Lotta Money,BIA Featuring Nicki Minaj,,,"['escape room', 'pop', 'r&b', 'rap latina', 'trap queen']"
950,950,2021,51,2055,Sleepy Hallow,,,"['brooklyn drill', 'nyc rap']"
951,951,2021,52,A-O-K,Tai Verdes,,,['modern indie pop']
952,952,2021,53,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
953,953,2021,54,Love Again,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
954,954,2021,55,Volvi,Aventura x Bad Bunny,,,"['bachata', 'bachata dominicana', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']"
955,955,2021,56,Rich MF,Trippie Redd Featuring Lil Durk & Polo G,,,"['melodic rap', 'rap', 'trap']"
956,956,2021,57,Todo de Ti,Rauw Alejandro,,,"['puerto rican pop', 'trap latino']"
957,957,2021,58,Yonaguni,Bad Bunny,,,"['latin', 'reggaeton', 'trap latino']"
958,958,2021,59,Wild Side,Normani Featuring Cardi B,,,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
959,959,2021,60,Already Won,Rod Wave Featuring Lil Durk,,,['florida rap']
960,960,2021,61,Single Saturday Night,Cole Swindell,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
961,961,2021,62,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,,,['modern blues rock']
962,962,2021,63,I Was On A Boat That Day,Old Dominion,,,"['contemporary country', 'country', 'country road']"
963,963,2021,64,Motley Crew,Post Malone,,,"['dfw rap', 'melodic rap', 'rap']"
964,964,2021,65,Ain't Shit,Doja Cat,,,"['dance pop', 'pop']"
965,965,2021,66,Memory,Kane Brown X blackbear,,,"['black americana', 'contemporary country', 'country road']"
966,966,2021,67,Betrayal,Trippie Redd Featuring Drake,,,"['melodic rap', 'rap', 'trap']"
967,967,2021,68,Get Into It (Yuh),Doja Cat,,,"['dance pop', 'pop']"
968,968,2021,69,Don't Go,"Skrillex, Justin Bieber & Don Toliver",,,"['dance pop', 'pop', 'post-teen pop']"
969,969,2021,70,Woman,Doja Cat,,,"['dance pop', 'pop']"
970,970,2021,71,Don't Go Yet,Camila Cabello,,,"['dance pop', 'pop', 'post-teen pop']"
971,971,2021,72,Tombstone,Rod Wave,,,['florida rap']
972,972,2021,73,One Mississippi,Kane Brown,,,"['black americana', 'contemporary country', 'country road']"
973,973,2021,74,Gyalis,Capella Grey,,,['pop rap']
974,974,2021,75,Visiting Hours,Ed Sheeran,,,"['pop', 'uk pop']"
975,975,2021,76,You Should Probably Leave,Chris Stapleton,,,"['contemporary country', 'outlaw country']"
976,976,2021,77,Memory I Don't Mess With,Lee Brice,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
977,977,2021,78,Holy Smokes,Trippie Redd Featuring Lil Uzi Vert,,,"['melodic rap', 'rap', 'trap']"
978,978,2021,79,Miss The Rage,Trippie Redd & Playboi Carti,,,"['melodic rap', 'rap', 'trap']"
979,979,2021,80,Cold As You,Luke Combs,,,"['contemporary country', 'country']"
980,980,2021,81,My Boy,Elvie Shane,,,"['art pop', 'electropop', 'pop']"
981,981,2021,82,You,Regard x Troye Sivan x Tate McRae,,,"['dance pop', 'pop']"
982,982,2021,83,Come Through,H.E.R. Featuring Chris Brown,,,['melodic rap']
983,983,2021,84,Buy Dirt,Jordan Davis Featuring Luke Bryan,,,['contemporary country']
984,984,2021,85,You Time,Scotty McCreery,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
985,985,2021,86,MP5,Trippie Redd Featuring SoFaygo,,,"['melodic rap', 'rap', 'trap']"
986,986,2021,87,Paralyzed,Sueco,,,"['cali rap', 'pop rap']"
987,987,2021,88,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",,,"['alabama rap', 'pop r&b', 'pop rap', 'r&b', 'trap']"
988,988,2021,89,Brutal,Olivia Rodrigo,,,['pop']
989,989,2021,90,I Guess I'm In Love,Clinton Kane,,,"['alt z', 'gen z singer-songwriter', 'pop']"
990,990,2021,91,Get Ready,Rod Wave Featuring Kodak Black,,,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']"
991,991,2021,92,Danny Phantom,Trippie Redd Featuring XXXTENTACION,,,"['melodic rap', 'rap', 'trap']"
992,992,2021,93,What's Wrong,Rod Wave,,,['florida rap']
993,993,2021,94,Demon Time,Trippie Redd Featuring Ski Mask The Slump God,,,"['melodic rap', 'rap', 'trap']"
994,994,2021,95,Knowing You,Kenny Chesney,,,"['contemporary country', 'country', 'country road']"
995,995,2021,96,Tick Tock,Young Thug,,,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']"
996,996,2021,97,Permission To Dance,BTS,,,"['k-pop', 'k-pop boy group']"
997,997,2021,98,AM,Nio Garcia X J Balvin X Bad Bunny,,,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
998,998,2021,99,Time Heals,Rod Wave,,,['florida rap']
999,999,2021,100,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
