,Unnamed: 0,date,rank,song,artist,gender,genre,genres
630,630,2021,31,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,,"['dance pop', 'pop']"
631,631,2021,32,Leave Before You Love Me,Marshmello X Jonas Brothers,,,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']"
632,632,2021,33,N 2 Deep,Drake Featuring Future,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
633,633,2021,34,Pepas,Farruko,,,"['latin', 'reggaeton', 'trap latino']"
634,634,2021,35,Love All,Drake Featuring JAY-Z,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
635,635,2021,36,Happier Than Ever,Billie Eilish,,,"['art pop', 'electropop', 'pop']"
636,636,2021,37,Traitor,Olivia Rodrigo,,,['pop']
637,637,2021,38,Things A Man Oughta Know,Lainey Wilson,,,"['contemporary country', 'country pop']"
638,638,2021,39,Chasing After You,Ryan Hurd With Maren Morris,,,"['contemporary country', 'country pop']"
639,639,2021,40,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,,"['canadian pop', 'pop']"
640,640,2021,41,Papi's Home,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
641,641,2021,42,Arcade,Duncan Laurence,,,['dutch pop']
642,642,2021,43,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,,,"['contemporary country', 'country', 'country pop']"
643,643,2021,44,Rumors,Lizzo Featuring Cardi B,,,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']"
644,644,2021,45,Pipe Down,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
645,645,2021,46,A-O-K,Tai Verdes,,,['modern indie pop']
646,646,2021,47,Country Again,Thomas Rhett,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
647,647,2021,48,Thot Shit,Megan Thee Stallion,,,"['houston rap', 'pop', 'trap queen']"
648,648,2021,49,Late At Night,Roddy Ricch,,,"['melodic rap', 'rap', 'trap']"
649,649,2021,50,Wockesha,Moneybagg Yo,,,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
650,650,2021,51,Buy Dirt,Jordan Davis Featuring Luke Bryan,,,['contemporary country']
651,651,2021,52,Waves,Luke Bryan,,,"['chicago rap', 'rap']"
652,652,2021,53,Range Brothers,Baby Keem & Kendrick Lamar,,,"['hip hop', 'rap']"
653,653,2021,54,Race My Mind,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
654,654,2021,55,Love Again,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
655,655,2021,56,I Was On A Boat That Day,Old Dominion,,,"['contemporary country', 'country', 'country road']"
656,656,2021,57,7am On Bridle Path,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
657,657,2021,58,Moon,Kanye West,,,"['chicago rap', 'rap']"
658,658,2021,59,Wild Side,Normani Featuring Cardi B,,,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
659,659,2021,60,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,,,"['dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
660,660,2021,61,Whole Lotta Money,BIA Featuring Nicki Minaj,,,"['escape room', 'pop', 'r&b', 'rap latina', 'trap queen']"
661,661,2021,62,Memory I Don't Mess With,Lee Brice,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
662,662,2021,63,Life Support,YoungBoy Never Broke Again,,,"['baton rouge rap', 'trap']"
663,663,2021,64,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,,,['modern alternative pop']
664,664,2021,65,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,,,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
665,665,2021,66,2055,Sleepy Hallow,,,"['brooklyn drill', 'nyc rap']"
666,666,2021,67,Woman,Doja Cat,,,"['dance pop', 'pop']"
667,667,2021,68,Lonely,DaBaby X Lil Wayne,,,"['canadian pop', 'pop']"
668,668,2021,69,You Time,Scotty McCreery,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
669,669,2021,70,Gyalis,Capella Grey,,,['pop rap']
670,670,2021,71,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),,,"['dance pop', 'pop']"
671,671,2021,72,IMY2,Drake Featuring Kid Cudi,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
672,672,2021,73,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,,,['modern blues rock']
673,673,2021,74,My Boy,Elvie Shane,,,"['art pop', 'electropop', 'pop']"
674,674,2021,75,Off The Grid,Kanye West,,,"['chicago rap', 'rap']"
675,675,2021,76,Yebba's Heartbreak,Drake & Yebba,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
676,676,2021,77,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
677,677,2021,78,Get Along Better,Drake Featuring Ty Dolla $ign,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
678,678,2021,79,Cold As You,Luke Combs,,,"['contemporary country', 'country']"
679,679,2021,80,Volvi,Aventura x Bad Bunny,,,"['bachata', 'bachata dominicana', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']"
680,680,2021,81,Memory,Kane Brown X blackbear,,,"['black americana', 'contemporary country', 'country road']"
681,681,2021,82,Todo de Ti,Rauw Alejandro,,,"['puerto rican pop', 'trap latino']"
682,682,2021,83,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
683,683,2021,84,Lalisa,Lisa,,,['k-pop']
684,684,2021,85,Get Into It (Yuh),Doja Cat,,,"['dance pop', 'pop']"
685,685,2021,86,Fountains,Drake Featuring Tems,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
686,686,2021,87,Yonaguni,Bad Bunny,,,"['latin', 'reggaeton', 'trap latino']"
687,687,2021,88,Don't Go Yet,Camila Cabello,,,"['dance pop', 'pop', 'post-teen pop']"
688,688,2021,89,Single Saturday Night,Cole Swindell,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
689,689,2021,90,In Da Getto,J Balvin & Skrillex,,,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
690,690,2021,91,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
691,691,2021,92,You Should Probably Leave,Chris Stapleton,,,"['contemporary country', 'outlaw country']"
692,692,2021,93,Summer Of Love,Shawn Mendes & Tainy,,,"['canadian pop', 'dance pop', 'pop', 'viral pop']"
693,693,2021,94,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",,,"['alabama rap', 'pop r&b', 'pop rap', 'r&b', 'trap']"
694,694,2021,95,Come Through,H.E.R. Featuring Chris Brown,,,['melodic rap']
695,695,2021,96,We Didn't Have Much,Justin Moore,,,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
696,696,2021,97,Ain't Shit,Doja Cat,,,"['dance pop', 'pop']"
697,697,2021,98,Cold Heart (PNAU Remix),Elton John & Dua Lipa,,,"['glam rock', 'mellow gold', 'piano rock']"
698,698,2021,99,Jail,Kanye West,,,"['chicago rap', 'rap']"
699,699,2021,100,Knowing You,Kenny Chesney,,,"['contemporary country', 'country', 'country road']"
700,700,2021,1,Way 2 Sexy,Drake Featuring Future & Young Thug,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
701,701,2021,2,Girls Want Girls,Drake Featuring Lil Baby,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
702,702,2021,3,Fair Trade,Drake Featuring Travis Scott,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
703,703,2021,4,Champagne Poetry,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
704,704,2021,5,Knife Talk,Drake Featuring 21 Savage & Project Pat,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
705,705,2021,6,Stay,The Kid LAROI & Justin Bieber,,,['australian hip hop']
706,706,2021,7,In The Bible,Drake Featuring Lil Durk & Giveon,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
707,707,2021,8,Papi's Home,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
708,708,2021,9,TSU,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
709,709,2021,10,Love All,Drake Featuring JAY-Z,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
710,710,2021,11,No Friends In The Industry,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
711,711,2021,12,N 2 Deep,Drake Featuring Future,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
712,712,2021,13,Bad Habits,Ed Sheeran,,,"['pop', 'uk pop']"
713,713,2021,14,Pipe Down,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
714,714,2021,15,Good 4 U,Olivia Rodrigo,,,['pop']
715,715,2021,16,7am On Bridle Path,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
716,716,2021,17,Butter,BTS,,,"['k-pop', 'k-pop boy group']"
717,717,2021,18,Race My Mind,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
718,718,2021,19,Kiss Me More,Doja Cat Featuring SZA,,,"['dance pop', 'pop']"
719,719,2021,20,Industry Baby,Lil Nas X & Jack Harlow,,,"['lgbtq+ hip hop', 'pop']"
720,720,2021,21,Fancy Like,Walker Hayes,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
721,721,2021,22,IMY2,Drake Featuring Kid Cudi,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
722,722,2021,23,Levitating,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
723,723,2021,24,Yebba's Heartbreak,Drake & Yebba,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
724,724,2021,25,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
725,725,2021,26,Fountains,Drake Featuring Tems,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
726,726,2021,27,Get Along Better,Drake Featuring Ty Dolla $ign,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
727,727,2021,28,Save Your Tears,The Weeknd & Ariana Grande,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
728,728,2021,29,Hurricane,Kanye West,,,"['chicago rap', 'rap']"
729,729,2021,30,Montero (Call Me By Your Name),Lil Nas X,,,"['lgbtq+ hip hop', 'pop']"
730,730,2021,31,Deja Vu,Olivia Rodrigo,,,['pop']
731,731,2021,32,Fucking Fans,Drake,,,[]
732,732,2021,33,Heat Waves,Glass Animals,,,"['gauze pop', 'indietronica', 'shiver pop']"
733,733,2021,34,Essence,Wizkid Featuring Justin Bieber & Tems,,,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']"
734,734,2021,35,The Remorse,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
735,735,2021,36,You Right,Doja Cat & The Weeknd,,,"['dance pop', 'pop']"
736,736,2021,37,Take My Breath,The Weeknd,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
737,737,2021,38,Need To Know,Doja Cat,,,"['dance pop', 'pop']"
738,738,2021,39,Beggin',Maneskin,,,"['indie rock italiano', 'italian pop']"
739,739,2021,40,Leave Before You Love Me,Marshmello X Jonas Brothers,,,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']"
740,740,2021,41,Off The Grid,Kanye West,,,"['chicago rap', 'rap']"
741,741,2021,42,Happier Than Ever,Billie Eilish,,,"['art pop', 'electropop', 'pop']"
742,742,2021,43,If I Didn't Love You,Jason Aldean & Carrie Underwood,,,"['contemporary country', 'country', 'country road']"
743,743,2021,44,Family Ties,Baby Keem & Kendrick Lamar,,,"['hip hop', 'rap']"
744,744,2021,45,Pepas,Farruko,,,"['latin', 'reggaeton', 'trap latino']"
745,745,2021,46,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,,"['dance pop', 'pop']"
746,746,2021,47,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,,"['canadian pop', 'pop']"
747,747,2021,48,Waves,Luke Bryan,,,"['chicago rap', 'rap']"
748,748,2021,49,Traitor,Olivia Rodrigo,,,['pop']
749,749,2021,50,Moon,Kanye West,,,"['chicago rap', 'rap']"
750,750,2021,51,Things A Man Oughta Know,Lainey Wilson,,,"['contemporary country', 'country pop']"
751,751,2021,52,Country Again,Thomas Rhett,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
752,752,2021,53,Chasing After You,Ryan Hurd With Maren Morris,,,"['contemporary country', 'country pop']"
753,753,2021,54,Arcade,Duncan Laurence,,,['dutch pop']
754,754,2021,55,Rumors,Lizzo Featuring Cardi B,,,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']"
755,755,2021,56,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,,,"['contemporary country', 'country', 'country pop']"
756,756,2021,57,Thot Shit,Megan Thee Stallion,,,"['houston rap', 'pop', 'trap queen']"
757,757,2021,58,Jail,Kanye West,,,"['chicago rap', 'rap']"
758,758,2021,59,Late At Night,Roddy Ricch,,,"['melodic rap', 'rap', 'trap']"
759,759,2021,60,A-O-K,Tai Verdes,,,['modern indie pop']
760,760,2021,61,I Was On A Boat That Day,Old Dominion,,,"['contemporary country', 'country', 'country road']"
761,761,2021,62,Wockesha,Moneybagg Yo,,,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
762,762,2021,63,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,,,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
763,763,2021,64,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,,,"['dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
764,764,2021,65,Ok Ok,Kanye West,,,"['chicago rap', 'rap']"
765,765,2021,66,Praise God,Kanye West,,,"['chicago rap', 'rap']"
766,766,2021,67,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),,,"['dance pop', 'pop']"
767,767,2021,68,Whole Lotta Money,BIA Featuring Nicki Minaj,,,"['escape room', 'pop', 'r&b', 'rap latina', 'trap queen']"
768,768,2021,69,Love Again,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
769,769,2021,70,Memory I Don't Mess With,Lee Brice,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
770,770,2021,71,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
771,771,2021,72,You Time,Scotty McCreery,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
772,772,2021,73,Todo de Ti,Rauw Alejandro,,,"['puerto rican pop', 'trap latino']"
773,773,2021,74,Buy Dirt,Jordan Davis Featuring Luke Bryan,,,['contemporary country']
774,774,2021,75,2055,Sleepy Hallow,,,"['brooklyn drill', 'nyc rap']"
775,775,2021,76,Cold As You,Luke Combs,,,"['contemporary country', 'country']"
776,776,2021,77,Volvi,Aventura x Bad Bunny,,,"['bachata', 'bachata dominicana', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']"
777,777,2021,78,Junya,Kanye West,,,"['chicago rap', 'rap']"
778,778,2021,79,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,,,['modern blues rock']
779,779,2021,80,Woman,Doja Cat,,,"['dance pop', 'pop']"
780,780,2021,81,We Didn't Have Much,Justin Moore,,,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
781,781,2021,82,Gyalis,Capella Grey,,,['pop rap']
782,782,2021,83,Wild Side,Normani Featuring Cardi B,,,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
783,783,2021,84,Yonaguni,Bad Bunny,,,"['latin', 'reggaeton', 'trap latino']"
784,784,2021,85,Believe What I Say,Kanye West,,,"['chicago rap', 'rap']"
785,785,2021,86,Memory,Kane Brown X blackbear,,,"['black americana', 'contemporary country', 'country road']"
786,786,2021,87,Blue Note$ II,Meek Mill Featuring Lil Uzi Vert,,,[]
787,787,2021,88,Get Into It (Yuh),Doja Cat,,,"['dance pop', 'pop']"
788,788,2021,89,My Boy,Elvie Shane,,,"['art pop', 'electropop', 'pop']"
789,789,2021,90,Single Saturday Night,Cole Swindell,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
790,790,2021,91,Jonah,Kanye West,,,"['chicago rap', 'rap']"
791,791,2021,92,You Should Probably Leave,Chris Stapleton,,,"['contemporary country', 'outlaw country']"
792,792,2021,93,Don't Go Yet,Camila Cabello,,,"['dance pop', 'pop', 'post-teen pop']"
793,793,2021,94,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
794,794,2021,95,Jesus Lord,Kanye West,,,"['chicago rap', 'rap']"
795,795,2021,96,Summer Of Love,Shawn Mendes & Tainy,,,"['canadian pop', 'dance pop', 'pop', 'viral pop']"
796,796,2021,97,Ain't Shit,Doja Cat,,,"['dance pop', 'pop']"
797,797,2021,98,Motley Crew,Post Malone,,,"['dfw rap', 'melodic rap', 'rap']"
798,798,2021,99,Remote Control,Kanye West,,,"['chicago rap', 'rap']"
799,799,2021,100,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",,,"['alabama rap', 'pop r&b', 'pop rap', 'r&b', 'trap']"
800,800,2021,1,Butter,BTS,,,"['k-pop', 'k-pop boy group']"
801,801,2021,2,Stay,The Kid LAROI & Justin Bieber,,,['australian hip hop']
802,802,2021,3,Bad Habits,Ed Sheeran,,,"['pop', 'uk pop']"
803,803,2021,4,Good 4 U,Olivia Rodrigo,,,['pop']
804,804,2021,5,Kiss Me More,Doja Cat Featuring SZA,,,"['dance pop', 'pop']"
805,805,2021,6,Hurricane,Kanye West,,,"['chicago rap', 'rap']"
806,806,2021,7,Industry Baby,Lil Nas X & Jack Harlow,,,"['lgbtq+ hip hop', 'pop']"
807,807,2021,8,Levitating,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
808,808,2021,9,Fancy Like,Walker Hayes,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
809,809,2021,10,Jail,Kanye West,,,"['chicago rap', 'rap']"
810,810,2021,11,Off The Grid,Kanye West,,,"['chicago rap', 'rap']"
811,811,2021,12,Ok Ok,Kanye West,,,"['chicago rap', 'rap']"
812,812,2021,13,Deja Vu,Olivia Rodrigo,,,['pop']
813,813,2021,14,Save Your Tears,The Weeknd & Ariana Grande,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
814,814,2021,15,Montero (Call Me By Your Name),Lil Nas X,,,"['lgbtq+ hip hop', 'pop']"
815,815,2021,16,Junya,Kanye West,,,"['chicago rap', 'rap']"
816,816,2021,17,Moon,Kanye West,,,"['chicago rap', 'rap']"
817,817,2021,18,Family Ties,Baby Keem & Kendrick Lamar,,,"['hip hop', 'rap']"
818,818,2021,19,Essence,Wizkid Featuring Justin Bieber & Tems,,,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']"
819,819,2021,20,Praise God,Kanye West,,,"['chicago rap', 'rap']"
820,820,2021,21,You Right,Doja Cat & The Weeknd,,,"['dance pop', 'pop']"
821,821,2021,22,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,,,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
822,822,2021,23,Heat Waves,Glass Animals,,,"['gauze pop', 'indietronica', 'shiver pop']"
823,823,2021,24,Need To Know,Doja Cat,,,"['dance pop', 'pop']"
824,824,2021,25,Take My Breath,The Weeknd,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
825,825,2021,26,Jesus Lord,Kanye West,,,"['chicago rap', 'rap']"
826,826,2021,27,Jonah,Kanye West,,,"['chicago rap', 'rap']"
827,827,2021,28,Believe What I Say,Kanye West,,,"['chicago rap', 'rap']"
828,828,2021,29,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,,"['dance pop', 'pop']"
829,829,2021,30,God Breathed,Kanye West,,,"['chicago rap', 'rap']"
830,830,2021,31,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,,"['canadian pop', 'pop']"
831,831,2021,32,Rumors,Lizzo Featuring Cardi B,,,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']"
832,832,2021,33,Leave Before You Love Me,Marshmello X Jonas Brothers,,,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']"
833,833,2021,34,Heartbreak Anniversary,Giveon,,,"['pop', 'r&b']"
834,834,2021,35,Beggin',Maneskin,,,"['indie rock italiano', 'italian pop']"
835,835,2021,36,Pepas,Farruko,,,"['latin', 'reggaeton', 'trap latino']"
836,836,2021,37,Waves,Luke Bryan,,,"['chicago rap', 'rap']"
837,837,2021,38,Happier Than Ever,Billie Eilish,,,"['art pop', 'electropop', 'pop']"
838,838,2021,39,Traitor,Olivia Rodrigo,,,['pop']
839,839,2021,40,Remote Control,Kanye West,,,"['chicago rap', 'rap']"
840,840,2021,41,Forever After All,Luke Combs,,,"['contemporary country', 'country']"
841,841,2021,42,Heaven And Hell,Kanye West,,,"['chicago rap', 'rap']"
842,842,2021,43,24,Kanye West,,,"['chicago rap', 'rap']"
843,843,2021,44,Arcade,Duncan Laurence,,,['dutch pop']
844,844,2021,45,Things A Man Oughta Know,Lainey Wilson,,,"['contemporary country', 'country pop']"
845,845,2021,46,Thot Shit,Megan Thee Stallion,,,"['houston rap', 'pop', 'trap queen']"
846,846,2021,47,Chasing After You,Ryan Hurd With Maren Morris,,,"['contemporary country', 'country pop']"
847,847,2021,48,Late At Night,Roddy Ricch,,,"['melodic rap', 'rap', 'trap']"
848,848,2021,49,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,,,"['dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
849,849,2021,50,If I Didn't Love You,Jason Aldean & Carrie Underwood,,,"['contemporary country', 'country', 'country road']"
850,850,2021,51,Country Again,Thomas Rhett,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
851,851,2021,52,Pure Souls,Kanye West,,,"['chicago rap', 'rap']"
852,852,2021,53,No Child Left Behind,Kanye West,,,"['chicago rap', 'rap']"
853,853,2021,54,Wockesha,Moneybagg Yo,,,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
854,854,2021,55,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,,,"['contemporary country', 'country', 'country pop']"
855,855,2021,56,A-O-K,Tai Verdes,,,['modern indie pop']
856,856,2021,57,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),,,"['dance pop', 'pop']"
857,857,2021,58,Donda,Kanye West,,,"['chicago rap', 'rap']"
858,858,2021,59,Keep My Spirit Alive,Kanye West,,,"['chicago rap', 'rap']"
859,859,2021,60,Whole Lotta Money,BIA Featuring Nicki Minaj,,,"['escape room', 'pop', 'r&b', 'rap latina', 'trap queen']"
860,860,2021,61,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
861,861,2021,62,2055,Sleepy Hallow,,,"['brooklyn drill', 'nyc rap']"
862,862,2021,63,Jail Pt 2,Kanye West,,,"['chicago rap', 'rap']"
863,863,2021,64,"I Am Not A Woman, I'm A God",Halsey,,,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']"
864,864,2021,65,We Didn't Have Much,Justin Moore,,,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
865,865,2021,66,Love Again,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
866,866,2021,67,I Was On A Boat That Day,Old Dominion,,,"['contemporary country', 'country', 'country road']"
867,867,2021,68,New Again,Kanye West,,,"['chicago rap', 'rap']"
868,868,2021,69,Todo de Ti,Rauw Alejandro,,,"['puerto rican pop', 'trap latino']"
869,869,2021,70,Lord I Need You,Kanye West,,,"['chicago rap', 'rap']"
870,870,2021,71,Wild Side,Normani Featuring Cardi B,,,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
871,871,2021,72,Volvi,Aventura x Bad Bunny,,,"['bachata', 'bachata dominicana', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']"
872,872,2021,73,Yonaguni,Bad Bunny,,,"['latin', 'reggaeton', 'trap latino']"
873,873,2021,74,Gyalis,Capella Grey,,,['pop rap']
874,874,2021,75,Memory,Kane Brown X blackbear,,,"['black americana', 'contemporary country', 'country road']"
875,875,2021,76,Woman,Doja Cat,,,"['dance pop', 'pop']"
876,876,2021,77,Come To Life,Kanye West,,,"['chicago rap', 'rap']"
877,877,2021,78,Memory I Don't Mess With,Lee Brice,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
878,878,2021,79,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,,,['modern blues rock']
879,879,2021,80,Cold As You,Luke Combs,,,"['contemporary country', 'country']"
880,880,2021,81,Get Into It (Yuh),Doja Cat,,,"['dance pop', 'pop']"
881,881,2021,82,You Time,Scotty McCreery,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
882,882,2021,83,Single Saturday Night,Cole Swindell,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
883,883,2021,84,Buy Dirt,Jordan Davis Featuring Luke Bryan,,,['contemporary country']
884,884,2021,85,Summer Of Love,Shawn Mendes & Tainy,,,"['canadian pop', 'dance pop', 'pop', 'viral pop']"
885,885,2021,86,Motley Crew,Post Malone,,,"['dfw rap', 'melodic rap', 'rap']"
886,886,2021,87,My Boy,Elvie Shane,,,"['art pop', 'electropop', 'pop']"
887,887,2021,88,Ain't Shit,Doja Cat,,,"['dance pop', 'pop']"
888,888,2021,89,Don't Go Yet,Camila Cabello,,,"['dance pop', 'pop', 'post-teen pop']"
889,889,2021,90,Tell The Vision,Kanye West,,,"['chicago rap', 'rap']"
890,890,2021,91,You Should Probably Leave,Chris Stapleton,,,"['contemporary country', 'outlaw country']"
891,891,2021,92,Come Through,H.E.R. Featuring Chris Brown,,,['melodic rap']
892,892,2021,93,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
893,893,2021,94,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",,,"['alabama rap', 'pop r&b', 'pop rap', 'r&b', 'trap']"
894,894,2021,95,Knowing You,Kenny Chesney,,,"['contemporary country', 'country', 'country road']"
