,Unnamed: 0,Unnamed: 0.1,year,rank,song,artist,gender,nltk_positive,nltk_negative,nltk_score,nltk_top_emotion,Gender,genres
0,6000,6000,2020,2,Rockin' Around The Christmas Tree,Brenda Lee,,0.254,0.014,0.9868,anticipation,Female,"['adult standards', 'brill building pop', 'vocal jazz']"
1,6001,6001,2020,3,Jingle Bell Rock,Bobby Helms,,0.056,0.0,0.7351,anticipation,Male,[]
2,6002,6002,2020,4,A Holly Jolly Christmas,Burl Ives,,0.261,0.0,0.9928,anticipation,Male,"['adult standards', 'american folk revival']"
3,6003,6003,2020,5,Circles,Post Malone,,0.105,0.043,0.9686,anticipation,Male,"['dfw rap', 'melodic rap', 'rap']"
4,6004,6004,2020,6,Roxanne,Arizona Zervas,,0.227,0.086,0.9964,joy,Male,"['pop rap', 'rhode island rap', 'social media pop']"
5,6005,6005,2020,7,It's The Most Wonderful Time Of The Year,Andy Williams,,0.29,0.043,0.9964,anticipation,Male,"['adult standards', 'brill building pop', 'easy listening']"
6,6006,6006,2020,8,Someone You Loved,Lewis Capaldi,,0.124,0.077,0.9645,fear,Male,"['pop', 'uk pop']"
7,6007,6007,2020,9,Memories,Maroon 5,,0.16,0.081,0.9851,sadness,Male,['sad rap']
8,6008,6008,2020,10,Good As Hell,Lizzo,,0.163,0.101,0.982,joy,Female,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']"
9,6009,6009,2020,11,Last Christmas,Wham!,,0.18,0.079,0.997,joy,Male,"['europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
10,6010,6010,2020,12,Feliz Navidad,Jose Feliciano,,0.401,0.0,0.9987,sadness,,"['latin pop', 'puerto rican pop']"
11,6011,6011,2020,13,The Box,Roddy Ricch,,0.063,0.125,-0.9905,disgust,Male,"['melodic rap', 'rap', 'trap']"
12,6012,6012,2020,14,Dance Monkey,Tones And I,,0.031,0.024,0.0387,joy,Female,"['australian pop', 'pop']"
13,6013,6013,2020,15,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,,0.168,0.134,0.8817,anger,Male,"['adult standards', 'easy listening', 'lounge']"
14,6014,6014,2020,16,The Christmas Song (Merry Christmas To You),Nat King Cole,,0.096,0.031,0.8316,joy,Male,"['adult standards', 'vocal jazz']"
15,6015,6015,2020,17,"10,000 Hours",Dan + Shay & Justin Bieber,,0.207,0.021,0.9978,joy,,"['contemporary country', 'country', 'pop']"
16,6016,6016,2020,18,Lose You To Love Me,Selena Gomez,,0.382,0.184,0.9993,joy,Female,"['dance pop', 'pop', 'post-teen pop']"
17,6017,6017,2020,19,Ballin',Mustard & Roddy Ricch,,0.101,0.181,-0.9963,fear,,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
18,6018,6018,2020,20,BOP,DaBaby,,0.106,0.23,-0.9989,sadness,Male,"['north carolina hip hop', 'rap']"
19,6019,6019,2020,21,Sleigh Ride,The Ronettes,,0.195,0.077,0.9961,joy,,"['adult standards', 'brill building pop', 'classic girl group', 'motown', 'soul']"
