,Unnamed: 0,Unnamed: 0.1,year,rank,song,artist,gender,nltk_positive,nltk_negative,nltk_score,nltk_top_emotion,Gender,genres
0,6020,6020,2020,22,Rudolph The Red-Nosed Reindeer,Gene Autry,,0.181,0.0,0.9852,disgust,Male,"['adult standards', 'american folk revival']"
1,6021,6021,2020,23,Bad Guy,Billie Eilish,,0.09,0.266,-0.9961,sadness,Female,"['art pop', 'electropop', 'pop']"
2,6022,6022,2020,24,Happy Holiday / The Holiday Season,Andy Williams,,0.255,0.009,0.9977,anticipation,Male,"['adult standards', 'brill building pop', 'easy listening']"
3,6023,6023,2020,25,No Guidance,Chris Brown Featuring Drake,,0.183,0.121,0.9911,fear,,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
4,6024,6024,2020,26,Senorita,Shawn Mendes & Camila Cabello,,0.264,0.024,0.9989,joy,,"['canadian pop', 'dance pop', 'pop', 'viral pop']"
5,6025,6025,2020,27,Bandit,Juice WRLD & YoungBoy Never Broke Again,,0.065,0.139,-0.9883,joy,,"['chicago rap', 'melodic rap']"
6,6026,6026,2020,28,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,,0.193,0.0,0.9927,anticipation,,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']"
7,6027,6027,2020,29,Christmas (Baby Please Come Home),Darlene Love,,0.275,0.022,0.9954,anticipation,Female,"['dance pop', 'pop', 'urban contemporary']"
8,6028,6028,2020,30,Panini,Lil Nas X,,0.085,0.034,0.6526,anticipation,Male,"['lgbtq+ hip hop', 'pop']"
9,6029,6029,2020,31,Underneath The Tree,Kelly Clarkson,,0.159,0.044,0.9904,joy,Female,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']"
10,6030,6030,2020,32,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,,0.129,0.025,0.9741,joy,Male,"['adult standards', 'rock-and-roll', 'rockabilly']"
11,6031,6031,2020,33,Hot,Young Thug Featuring Gunna,,0.085,0.182,-0.9993,anger,,"['pop', 'pop rap']"
12,6032,6032,2020,34,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,,0.068,0.016,0.7936,trust,,"['lgbtq+ hip hop', 'pop']"
13,6033,6033,2020,35,Truth Hurts,Lizzo,,0.307,0.076,0.9995,sadness,Female,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']"
14,6034,6034,2020,36,Run Rudolph Run,Chuck Berry,,0.113,0.02,0.9268,anticipation,Male,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
15,6035,6035,2020,37,(There's No Place Like) Home For The Holidays,Perry Como,,0.248,0.099,0.9454,anticipation,Male,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']"
16,6036,6036,2020,38,HIGHEST IN THE ROOM,Travis Scott,,0.109,0.052,0.9747,fear,Male,"['rap', 'slap house']"
17,6037,6037,2020,39,Heartless,The Weeknd,,0.069,0.293,-0.9991,sadness,Male,"['chicago rap', 'rap']"
18,6038,6038,2020,40,Blue Christmas,Elvis Presley,,0.015,0.0,0.2023,sadness,Male,"['adult standards', 'rock-and-roll', 'rockabilly']"
19,6039,6039,2020,41,Everything I Wanted,Billie Eilish,,0.09,0.085,-0.6322,fear,Female,"['art pop', 'electropop', 'pop']"
